Site #	Camera Number	SD Card	Month	Day	Time	Recording Name	# Mice	Left (0,1,2)	Right (0,1,2)	Majority Interaction (L/R)	Rat (Y/N)	Notes	Observer Initials	Instructions:
9	6	T SanDisk	Jul	13	22:41	IMG_0352.MP4	1	1	0	L	N			
9	6	T SanDisk	Jul	13	23:22	IMG_0353.MP4	1	0	0		N			
9	6	T SanDisk	Jul	13	23:23	IMG_0354.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	0:34	IMG_0355.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	0:35	IMG_0356.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	1:16	IMG_0357.MP4	1	0	0		N			
9	6	T SanDisk	Jul	14	1:17	IMG_0358.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	2:56	IMG_0359.MP4	1	0	0		N			
9	6	T SanDisk	Jul	14	3:04	IMG_0360.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	3:26	IMG_0361.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	3:41	IMG_0362.MP4	1	0	1	R	N	no eating just vibing		
9	6	T SanDisk	Jul	14	3:41	IMG_0363.MP4	1	0	1	R	N	no eating just vibing		
9	6	T SanDisk	Jul	14	3:42	IMG_0364.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	14	4:10	IMG_0365.MP4						nothin		
9	6	T SanDisk	Jul	14	4:10	IMG_0366.MP4						nothin		
9	6	T SanDisk	Jul	14	4:18	IMG_0367.MP4	1	0	1	R	N	8 sec		
9	6	T SanDisk	Jul	14	4:19	IMG_0368.MP4	2	0,0	1,1	R	N	freak mouse BOING		
9	6	T SanDisk	Jul	14	4:19	IMG_0369.MP4						2 sec - mouse near R tube		
9	6	T SanDisk	Jul	14	4:20	IMG_0370.MP4						2 sec - mouse near R tube		
9	6	T SanDisk	Jul	14	4:20	IMG_0371.MP4						1 sec - mouse near R tube tho		
9	6	T SanDisk	Jul	14	4:20	IMG_0372.MP4						too short		
9	6	T SanDisk	Jul	14	4:45	IMG_0373.MP4	1	0	1	R	N	11 sec		
9	6	T SanDisk	Jul	14	4:45	IMG_0374.MP4						nothin		
9	6	T SanDisk	Jul	14	4:58	IMG_0375.MP4	1	0	1	R	N	7 sec		
9	6	T SanDisk	Jul	14	4:59	IMG_0376.MP4						nothin		
9	6	T SanDisk	Jul	14	5:33	IMG_0377.MP4	1	0	0		N			
9	6	T SanDisk	Jul	14	5:54	IMG_0378.MP4	1	0	1	R	N	9 sec vid		
9	6	T SanDisk	Jul	14	5:55	IMG_0379.MP4	2	0	1	R	N	4 sec vid; second mouse didnt interact		
9	6	T SanDisk	Jul	14	5:56	IMG_0380.MP4	1	0	0		N	2 sec		
9	6	T SanDisk	Jul	14	19:49	IMG_0381.MP4	1	0	1	R	N	probably same rat in next clip		
9	6	T SanDisk	Jul	14	19:51	IMG_0382.MP4	1	0	1	R	N	10 sec		
9	6	T SanDisk	Jul	14	20:36	IMG_0383.MP4	1	0	1	R	N	13 sec		
9	6	T SanDisk	Jul	14	20:36	IMG_0384.MP4						indistinguishable		
9	6	T SanDisk	Jul	14	20:51	IMG_0385.MP4						nothing		
9	6	T SanDisk	Jul	14	20:53	IMG_0386.MP4	1	0	1	R	N	4 sec		
9	6	T SanDisk	Jul	14	20:54	IMG_0387.MP4						too short		
9	6	T SanDisk	Jul	14	20:56	IMG_0388.MP4	1	0	1	R	N	3 sec		
9	6	T SanDisk	Jul	14	22:06	IMG_0389.MP4	1	0	1	R	N	8 sec		
9	6	T SanDisk	Jul	14	22:07	IMG_0390.MP4						too short		
9	6	T SanDisk	Jul	14	22:07	IMG_0391.MP4						too short		
9	6	T SanDisk	Jul	14	22:07	IMG_0392.MP4						too short		
9	6	T SanDisk	Jul	15	0:32	IMG_0393.MP4	1	0	1	R	N	8 sec		
9	6	T SanDisk	Jul	15	0:32	IMG_0394.MP4	1	0	0		N	2 sec		
9	6	T SanDisk	Jul	15	0:33	IMG_0395.MP4						too short		
9	6	T SanDisk	Jul	15	0:46	IMG_0396.MP4	1	0	0		N	4 sec		
9	6	T SanDisk	Jul	15	0:46	IMG_0397.MP4	1	0	1	R	N	2 sec vid		
9	6	T SanDisk	Jul	15	0:46	IMG_0398.MP4						too short		
9	6	T SanDisk	Jul	15	0:49	IMG_0399.MP4						too short		
9	6	T SanDisk	Jul	15	0:49	IMG_0400.MP4						too short		
9	6	T SanDisk	Jul	15	0:58	IMG_0401.MP4	1	0	1	R	N	3 sec		
9	6	T SanDisk	Jul	15	0:59	IMG_0402.MP4						too short		
9	6	T SanDisk	Jul	15	1:19	IMG_0403.MP4						too short		
9	6	T SanDisk	Jul	15	1:19	IMG_0404.MP4						too short		
9	6	T SanDisk	Jul	15	1:28	IMG_0405.MP4						too short		
9	6	T SanDisk	Jul	15	1:28	IMG_0406.MP4						too short		
9	6	T SanDisk	Jul	15	1:29	IMG_0407.MP4						too short		
9	6	T SanDisk	Jul	15	1:35	IMG_0408.MP4						too short		
9	6	T SanDisk	Jul	15	1:35	IMG_0409.MP4						too short		
9	6	T SanDisk	Jul	15	2:25	IMG_0410.MP4	1	0	1	R	N	3 secs		
9	6	T SanDisk	Jul	15	3:37	IMG_0411.MP4	1	0	1	R	N	4 secs		
9	6	T SanDisk	Jul	15	3:37	IMG_0412.MP4						too short		
9	6	T SanDisk	Jul	15	3:38	IMG_0413.MP4						too short		
9	6	T SanDisk	Jul	15	3:39	IMG_0414.MP4	1	0	1	R	N	1 sec -- too short		
9	6	T SanDisk	Jul	15	3:56	IMG_0415.MP4	1	0	1	R	N	2 sec -- too short		
9	6	T SanDisk	Jul	15	3:57	IMG_0416.MP4						too short		
9	6	T SanDisk	Jul	15	4:14	IMG_0417.MP4						too short		
9	6	T SanDisk	Jul	15	4:14	IMG_0418.MP4						too short		
9	6	T SanDisk	Jul	15	4:15	IMG_0419.MP4						too short		
9	6	T SanDisk	Jul	15	4:15	IMG_0420.MP4						too short		
9	6	T SanDisk	Jul	15	4:15	IMG_0421.MP4						too short		
9	6	T SanDisk	Jul	15	4:15	IMG_0422.MP4						too short		
9	6	T SanDisk	Jul	15	4:15	IMG_0423.MP4						too short		
9	6	T SanDisk	Jul	15	4:16	IMG_0424.MP4						too short		
9	6	T SanDisk	Jul	15	4:18	IMG_0425.MP4						too short		
9	6	T SanDisk	Jul	15	4:19	IMG_0426.MP4						too short		
9	6	T SanDisk	Jul	15	4:19	IMG_0427.MP4						too short		
9	6	T SanDisk	Jul	15	4:31	IMG_0428.MP4	1	0	1	R	N	1 sec -- too short		
9	6	T SanDisk	Jul	15	4:31	IMG_0429.MP4						too short		
9	6	T SanDisk	Jul	15	4:38	IMG_0430.MP4	1	0	1	R	N	1 sec -- too short		
9	6	T SanDisk	Jul	15	4:38	IMG_0431.MP4						too short		
9	6	T SanDisk	Jul	15	4:46	IMG_0432.MP4						too short		
9	6	T SanDisk	Jul	15	4:47	IMG_0433.MP4						too short		
9	6	T SanDisk	Jul	15	4:52	IMG_0434.MP4						too short		
9	6	T SanDisk	Jul	15	4:56	IMG_0435.MP4						too short		
9	6	T SanDisk	Jul	15	4:57	IMG_0436.MP4						too short		
9	6	T SanDisk	Jul	15	5:25	IMG_0437.MP4						too short		
9	6	T SanDisk	Jul	15	5:25	IMG_0438.MP4						too short		
9	6	T SanDisk	Jul	15	5:26	IMG_0439.MP4						too short		
9	6	T SanDisk	Jul	15	5:34	IMG_0440.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	15	5:34	IMG_0441.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	15	5:54	IMG_0442.MP4	1	0	0		N	1 sec -- too short		
9	6	T SanDisk	Jul	15	5:54	IMG_0443.MP4	1	0	0		N			
9	6	T SanDisk	Jul	15	6:27	IMG_0444.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	15	19:02	IMG_0445.MP4						nothing		
9	6	T SanDisk	Jul	15	21:58	IMG_0446.MP4						nothing		
9	6	T SanDisk	Jul	15	23:28	IMG_0447.MP4	1	2	1		N	hardly spent any time at either tbh		
9	6	T SanDisk	Jul	16	0:10	IMG_0448.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	16	0:59	IMG_0449.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	16	2:18	IMG_0450.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	16	2:32	IMG_0451.MP4	0	0	0		N	nothing		
9	6	T SanDisk	Jul	16	3:04	IMG_0452.MP4	1	0	0		N			
9	6	T SanDisk	Jul	16	3:04	IMG_0453.MP4						too short to see anything		
9	6	T SanDisk	Jul	16	3:11	IMG_0454.MP4	1	1	0	L	N			
9	6	T SanDisk	Jul	16	3:19	IMG_0455.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	16	3:20	IMG_0456.MP4	1	0	0		N			
9	6	T SanDisk	Jul	16	3:21	IMG_0457.MP4						too short to see anything		
9	6	T SanDisk	Jul	16	3:24	IMG_0458.MP4						too short to see anything		
9	6	T SanDisk	Jul	16	3:26	IMG_0459.MP4	1	0	0		N			
9	6	T SanDisk	Jul	16	3:53	IMG_0460.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	16	20:37	IMG_0461.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	17	1:46	IMG_0462.MP4	1	0	0		N			
9	6	T SanDisk	Jul	17	1:46	IMG_0463.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	17	1:58	IMG_0464.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	17	1:59	IMG_0465.MP4	0	0	0		N			
9	6	T SanDisk	Jul	17	3:58	IMG_0466.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	17	3:58	IMG_0467.MP4						too short to see what it was		
9	6	T SanDisk	Jul	17	4:25	IMG_0468.MP4	1	0	1	R	N			
9	6	T SanDisk	Jul	17	4:50	IMG_0469.MP4	1	0	0		N			
9	6	T SanDisk	Jul	18	4:49	IMG_0470.MP4	1	0	0		N			
9	6	T SanDisk	Jul	19	20:52	IMG_0471.MP4	1	0	0		N			
9	6	T SanDisk	Jul	26	2:54	IMG_0472.MP4	0	0	0		Y	RAT - was hanging out by right tube but didnt really interact w it		
8	5	KM 8	Jan	1	2020	IMG_0001.AVI	0				N	Videos only of camera set up		
8	5	KM 8	Jan	1	2020	IMG_0002.AVI	0				N	Videos only of camera set up		
8	5	KM 8	Jan	1	2020	IMG_0003.AVI	0				N	Videos only of camera set up		
8	5	KM 8	Jan	1	2020	IMG_0004.AVI	0				N	Videos only of camera set up		
8	5	KM 8	Jan	1	2020	IMG_0005.AVI	0				N	Videos only of camera set up		
8	5	KM 8	Jan	1	2020	IMG_0006.AVI	0				N	Videos only of camera set up		
8	5	KM 8	Jan	1	2020	IMG_0007.AVI	0				N	Videos only of camera set up		
7	12	KM 3 	Jul	9	19:15	IMG_0001.MP4	1	0	1		N			
7	12	KM 3	Jul	9	19:28	IMG_0002.MP4	1	1	2	L	N	Sniffed left twice, went fully inside right		
7	12	KM 3	Jul	9	19:29	IMG_0003.MP4	1	0	1		N			
7	12	KM 3	Jul	9	19:31	IMG_0004.MP4	1	0	1		N			
7	12	KM 3	Jul	9	19:33	IMG_0005.MP4	1	0	1		N			
7	12	KM 3	Jul	9	20:00	IMG_0006.MP4	1	0	1		N			
7	12	KM 3	Jul	9	20:01	IMG_0007.MP4	1	0	0		N			
7	12	KM 3	Jul	9	20:06	IMG_0008.MP4	1	1	0		N			
7	12	KM 3	Jul	9	20:07	IMG_0009.MP4	1	0	1		N			
7	12	KM 3	Jul	9	20:08	IMG_0010.MP4	1	2	1	L	N	Fairly even interaction time really		
7	12	KM 3	Jul	9	20:52	IMG_0011.MP4	1	0	1		N	probably same mouse 		
7	12	KM 3	Jul	9	20:52	IMG_0012.MP4	1	0	1		N	probably same mouse 		
7	12	KM 3	Jul	9	20:53	IMG_0013.MP4	1	0	1		N	probably same mouse 		
7	12	KM 3	Jul	9	20:54	IMG_0014.MP4	1	0	1		N	probably same mouse 		
7	12	KM 3	Jul	9	20:54	IMG_0015.MP4	1	0	1		N	probably same mouse 		
7	12	KM 3	Jul	9	20:54	IMG_0016.MP4	1	0	1		N	probably same mouse 		
7	12	KM 3	Jul	9	20:55	IMG_0017.MP4	1	0	0		N	Near tube but never interacts		
7	12	KM 3	Jul	9	20:56	IMG_0018.MP4	1	0	0		N			
7	12	KM 3	Jul	9	20:58	IMG_0019.MP4	1	1	0		N			
7	12	KM 3	Jul	9	21:01	IMG_0020.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:02	IMG_0021.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:36	IMG_0022.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:38	IMG_0023.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:41	IMG_0024.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:41	IMG_0025.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:42	IMG_0026.MP4	1	0	1		N			
7	12	KM 3	Jul	9	21:42	IMG_0027.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:17	IMG_0028.MP4	1	0	0		N			
7	12	KM 3	Jul	9	22:24	IMG_0029.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:24	IMG_0030.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:25	IMG_0031.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:26	IMG_0032.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:27	IMG_0033.MP4	1	0	0		N			
7	12	KM 3	Jul	9	22:28	IMG_0034.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:28	IMG_0035.MP4	1	1	0		N			
7	12	KM 3	Jul	9	22:29	IMG_0036.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:31	IMG_0037.MP4	1	1	0		N			
7	12	KM 3	Jul	9	22:32	IMG_0038.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:40	IMG_0039.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:42	IMG_0040.MP4	1	0	0		N			
7	12	KM 3	Jul	9	22:42	IMG_0041.MP4	1	1	0		N			
7	12	KM 3	Jul	9	22:43	IMG_0042.MP4	1	1	2	R	N			
7	12	KM 3	Jul	9	22:45	IMG_0043.MP4	0	0	0		N			
7	12	KM 3	Jul	9	22:47	IMG_0044.MP4	1	1	0		N			
7	12	KM 3	Jul	9	22:47	IMG_0045.MP4	1	1	0		N			
7	12	KM 3	Jul	9	22:48	IMG_0046.MP4	1	0	1		N			
7	12	KM 3	Jul	9	22:49	IMG_0047.MP4	1	1	0		N			
7	12	KM 3	Jul	9	22:59	IMG_0048.MP4	1	1	0		N			
7	12	KM 3	Jul	9	23:13	IMG_0049.MP4	1	0	1		N			
7	12	KM 3	Jul	9	23:15	IMG_0050.MP4	1	0	1		N			
7	12	KM 3	Jul	9	23:17	IMG_0051.MP4	1	0	1	R	N			
7	12	KM 3	Jul	9	23:17	IMG_0052.MP4	1	1	0	L	N			
7	12	KM 3	Jul	9	23:18	IMG_0053.MP4	1	0	1	R	N			
7	12	KM 3	Jul	9	23:34	IMG_0054.MP4	1	1	0	L	N			
7	12	KM 3	Jul	9	23:35	IMG_0055.MP4	0	0	0		N			
7	12	KM 3	Jul	10	0:21	IMG_0056.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	0:25	IMG_0057.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	0:28	IMG_0058.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	0:29	IMG_0059.MP4	1	1	0	L	N	i think this is the same mouse being greedy		
7	12	KM 3	Jul	10	0:30	IMG_0060.MP4	1	1	0	L	N	its so greedy		
7	12	KM 3	Jul	10	0:33	IMG_0061.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	0:33	IMG_0062.MP4	1	0	0		N			
7	12	KM 3	Jul	10	0:35	IMG_0063.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	0:36	IMG_0064.MP4	0	0	0		N			
7	12	KM 3	Jul	10	2:03	IMG_0065.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	2:05	IMG_0066.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	2:06	IMG_0067.MP4	0	0	0		N			
7	12	KM 3	Jul	10	2:50	IMG_0068.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	2:51	IMG_0069.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	3:22	IMG_0070.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	3:22	IMG_0071.MP4	1	1	0	L	N	omg its so fat		
7	12	KM 3	Jul	10	3:23	IMG_0072.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	3:38	IMG_0073.MP4	1	0	0		N			
7	12	KM 3	Jul	10	4:33	IMG_0074.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	4:34	IMG_0075.MP4	0	0	0		N			
7	12	KM 3	Jul	10	4:36	IMG_0076.MP4	1	0	0		N			
7	12	KM 3	Jul	10	4:36	IMG_0077.MP4	1	0	0		N			
7	12	KM 3	Jul	10	4:42	IMG_0078.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	4:44	IMG_0079.MP4	1	1	0	L	N	so huge omg 		
7	12	KM 3	Jul	10	5:08	IMG_0080.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	5:29	IMG_0081.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	5:29	IMG_0082.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	5:32	IMG_0083.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	5:36	IMG_0084.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	5:37	IMG_0085.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	5:38	IMG_0086.MP4	1	1	0	L	N	same rat as before		
7	12	KM 3	Jul	10	5:46	IMG_0087.MP4	1	0	1	R	N	it literally has mayo on it ew 		
7	12	KM 3	Jul	10	5:48	IMG_0088.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	5:49	IMG_0089.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	5:53	IMG_0090.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	19:37	IMG_0091.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	20:23	IMG_0092.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	20:24	IMG_0093.MP4	0	0	0		N			
7	12	KM 3	Jul	10	20:28	IMG_0094.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	20:29	IMG_0095.MP4	0	0	0		N			
7	12	KM 3	Jul	10	20:30	IMG_0096.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	20:31	IMG_0097.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	22:05	IMG_0098.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	22:07	IMG_0099.MP4	0	0	0		N			
7	12	KM 3	Jul	10	22:31	IMG_0100.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	22:31	IMG_0101.MP4	0	0	0		N			
7	12	KM 3	Jul	10	22:46	IMG_0102.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	22:47	IMG_0103.MP4	0	0	0		N			
7	12	KM 3	Jul	10	22:47	IMG_0104.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	22:48	IMG_0105.MP4	0	0	0		N			
7	12	KM 3	Jul	10	23:29	IMG_0106.MP4	1	1	0	L	N			
7	12	KM 3	Jul	10	23:30	IMG_0107.MP4	0	0	0		N			
7	12	KM 3	Jul	10	23:31	IMG_0108.MP4	1	0	1	R	N			
7	12	KM 3	Jul	10	23:32	IMG_0109.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	0:01	IMG_0110.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	0:02	IMG_0111.MP4	1	0	0		N	same mouse		
7	12	KM 3	Jul	11	0:03	IMG_0112.MP4	1	1	0	L	N			
7	12	KM 3	Jul	11	2:02	IMG_0113.MP4	1	1	0	L	N			
7	12	KM 3	Jul	11	2:02	IMG_0114.MP4	1	0	1	R	N	same mouse		
7	12	KM 3	Jul	11	2:04	IMG_0115.MP4	1	0	0		N			
7	12	KM 3	Jul	11	2:05	IMG_0116.MP4	1	1	0	L	N			
7	12	KM 3	Jul	11	2:47	IMG_0117.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	2:48	IMG_0118.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	3:22	IMG_0119.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	3:23	IMG_0120.MP4	0	0	0		N			
7	12	KM 3	Jul	11	5:01	IMG_0121.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	5:03	IMG_0122.MP4	1	1	0	L	N			
7	12	KM 3	Jul	11	5:43	IMG_0123.MP4	1	1	2	L	N			
7	12	KM 3	Jul	11	5:44	IMG_0124.MP4	0	0	0		N			
7	12	KM 3	Jul	11	5:52	IMG_0125.MP4	1	1	0	L	N			
7	12	KM 3	Jul	11	19:08	IMG_0126.MP4	2	1,0	0,0	L	N			
7	12	KM 3	Jul	11	19:12	IMG_0127.MP4	0	0	0		N			
7	12	KM 3	Jul	11	19:46	IMG_0128.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	20:21	IMG_0129.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	20:39	IMG_0130.MP4	1	1	2		N	fat as mouse, video ended while in R so unclear (7s on L 5s on R)		
7	12	KM 3	Jul	11	20:44	IMG_0131.MP4	1	1	0	L	N			
7	12	KM 3	Jul	11	21:33	IMG_0132.MP4	1	0	1	R	N			
7	12	KM 3	Jul	11	21:41	IMG_0133.MP4	1	0	1	R	N			
7	12	KM 3	Jul	12	0:05	IMG_0134.MP4	1	0	1	R	N			
7	12	KM 3	Jul	12	0:24	IMG_0135.MP4	1	0	1	R	N	had to come back to get that R one		
7	12	KM 3	Jul	12	0:29	IMG_0136.MP4	1	1	0	L	N			
7	12	KM 3	Jul	12	1:39	IMG_0137.MP4	1	0	1	R	N			
7	12	KM 3	Jul	12	2:21	IMG_0138.MP4	1	0	1	R				
7	12	KM 3	Jul	12	2:23	IMG_0139.MP4								
7	12	KM 3	Jul	12	3:04	IMG_0140.MP4								
7	12	KM 3	Jul	12	4:15	IMG_0141.MP4								
7	12	KM 3	Jul	12	4:45	IMG_0142.MP4								
7	12	KM 3	Jul	12	4:45	IMG_0143.MP4								
7	12	KM 3	Jul	12	5:08	IMG_0144.MP4								
7	12	KM 3	Jul	12	5:09	IMG_0145.MP4								
7	12	KM 3	Jul	12	5:23	IMG_0146.MP4								
7	12	KM 3	Jul	12	5:34	IMG_0147.MP4								
7	12	KM 3	Jul	12	6:09	IMG_0148.MP4								
7	12	KM 3	Jul	12	19:12	IMG_0149.MP4								
7	12	KM 3	Jul	12	19:22	IMG_0150.MP4								
7	12	KM 3	Jul	12	19:23	IMG_0151.MP4								
7	12	KM 3	Jul	12	19:26	IMG_0152.MP4								
7	12	KM 3	Jul	12	19:28	IMG_0153.MP4								
7	12	KM 3	Jul	12	19:29	IMG_0154.MP4								
7	12	KM 3	Jul	12	19:30	IMG_0155.MP4								
7	12	KM 3	Jul	12	19:30	IMG_0156.MP4								
7	12	KM 3	Jul	12	19:48	IMG_0157.MP4								
7	12	KM 3	Jul	12	19:49	IMG_0158.MP4								
7	12	KM 3	Jul	12	19:51	IMG_0159.MP4								
7	12	KM 3	Jul	12	19:53	IMG_0160.MP4								
7	12	KM 3	Jul	12	20:08	IMG_0161.MP4								
7	12	KM 3	Jul	12	20:27	IMG_0162.MP4								
7	12	KM 3	Jul	12	20:28	IMG_0163.MP4								
7	12	KM 3	Jul	12	20:29	IMG_0164.MP4								
7	12	KM 3	Jul	12	20:36	IMG_0165.MP4								
7	12	KM 3	Jul	12	21:20	IMG_0166.MP4								
7	12	KM 3	Jul	12	21:24	IMG_0167.MP4								
7	12	KM 3	Jul	12	21:25	IMG_0168.MP4								
7	12	KM 3	Jul	12	21:26	IMG_0169.MP4								
7	12	KM 3	Jul	12	21:26	IMG_0170.MP4								
7	12	KM 3	Jul	12	21:35	IMG_0171.MP4								
7	12	KM 3	Jul	12	21:36	IMG_0172.MP4								
7	12	KM 3	Jul	12	21:37	IMG_0173.MP4								
7	12	KM 3	Jul	12	21:37	IMG_0174.MP4								
